year,quarter,district,count,amount
2020,4,arunachal pradesh,125.0,84247.0
2020,4,delhi,9725.0,8045442.0
2020,4,uttarakhand,1756.0,1961891.0
2021,1,puducherry,372.0,351827.0
2021,1,tamil nadu,14406.0,11180849.0
2021,1,uttar pradesh,24103.0,18027573.0
2021,1,madhya pradesh,14427.0,5567927.0
2021,1,andhra pradesh,22105.0,12749874.0
2021,1,tripura,360.0,191531.0
2021,1,lakshadweep,4.0,5225.0
2021,1,manipur,136.0,72254.0
2021,1,maharashtra,55792.0,33137753.0
2021,1,dadra & nagar haveli & daman & diu,467.0,285691.0
2021,1,meghalaya,107.0,128776.0
2021,1,andaman & nicobar islands,225.0,244266.0
2021,1,haryana,11038.0,7297880.0
2021,1,rajasthan,17800.0,8074225.0
2021,1,ladakh,32.0,34530.0
2021,1,punjab,3783.0,2558380.0
2021,1,assam,3167.0,2334419.0
2021,1,jharkhand,4879.0,3274851.0
2021,1,odisha,8236.0,4383330.0
2021,1,bihar,12554.0,8796619.0
2021,1,kerala,5731.0,5040506.0
2021,1,karnataka,37595.0,30183325.0
2021,1,chandigarh,338.0,238576.0
2021,1,telangana,28298.0,14810947.0
2021,1,himachal pradesh,1064.0,906492.0
2021,1,west bengal,15488.0,11172042.0
2021,1,gujarat,12673.0,7288104.0
2021,1,sikkim,122.0,111777.0
2021,1,nagaland,79.0,42973.0
2021,1,mizoram,415.0,302841.0
2021,1,chhattisgarh,4712.0,2620468.0
2021,1,jammu & kashmir,1105.0,1546288.0
2021,1,goa,879.0,827384.0
2021,1,arunachal pradesh,194.0,131611.0
2021,1,delhi,12822.0,9655261.0
2021,1,uttarakhand,2607.0,2719327.0
2021,2,puducherry,526.0,508277.0
2021,2,tamil nadu,17682.0,16444344.0
2021,2,uttar pradesh,25952.0,25137571.0
2021,2,madhya pradesh,14803.0,9787391.0
2021,2,andhra pradesh,33205.0,22730687.0
2021,2,tripura,381.0,409934.0
2021,2,lakshadweep,5.0,6962.0
2021,2,manipur,127.0,81332.0
2021,2,maharashtra,70381.0,46763103.0
2021,2,dadra & nagar haveli & daman & diu,368.0,275638.0
2021,2,meghalaya,139.0,148434.0
2021,2,andaman & nicobar islands,137.0,181504.0
2021,2,haryana,12516.0,11272453.0
2021,2,rajasthan,18281.0,14357445.0
2021,2,ladakh,46.0,86251.0
2021,2,punjab,4047.0,3768919.0
2021,2,assam,3265.0,3008122.0
2021,2,jharkhand,5180.0,5084230.0
2021,2,odisha,7942.0,5832924.0
2021,2,bihar,14301.0,13301581.0
2021,2,kerala,9530.0,9676588.0
2021,2,karnataka,40969.0,39501006.0
2021,2,chandigarh,378.0,310943.0
2021,2,telangana,28870.0,20935651.0
2021,2,himachal pradesh,1210.0,1402338.0
2021,2,west bengal,15200.0,12396029.0
2021,2,gujarat,14676.0,10263998.0
2021,2,sikkim,93.0,122064.0
2021,2,nagaland,85.0,139479.0
2021,2,mizoram,187.0,124805.0
2021,2,chhattisgarh,5055.0,3813417.0
2021,2,jammu & kashmir,1197.0,1832089.0
2021,2,goa,1016.0,1028339.0
2021,2,arunachal pradesh,204.0,224928.0
2021,2,delhi,13292.0,10840929.0
2021,2,uttarakhand,2742.0,3265717.0
2021,3,puducherry,561.0,556442.0
2021,3,tamil nadu,23107.0,23402918.0
2021,3,uttar pradesh,32799.0,32641118.0
2021,3,madhya pradesh,11990.0,7806258.0
2021,3,andhra pradesh,23075.0,19914338.0
2021,3,tripura,494.0,649961.0
2021,3,lakshadweep,19.0,16034.0
2021,3,manipur,111.0,133016.0
2021,3,maharashtra,52268.0,41313307.0
2021,3,dadra & nagar haveli & daman & diu,360.0,273596.0
2021,3,meghalaya,139.0,214554.0
2021,3,andaman & nicobar islands,230.0,305235.0
2021,3,haryana,14163.0,13215898.0
2021,3,rajasthan,16643.0,12793862.0
2021,3,ladakh,192.0,174052.0
2021,3,punjab,4887.0,5271559.0
2021,3,assam,4495.0,6010865.0
2021,3,jharkhand,6794.0,7046048.0
2021,3,odisha,7967.0,6008686.0
2021,3,bihar,18030.0,18234941.0
2021,3,kerala,10926.0,13255646.0
2021,3,karnataka,47468.0,48078366.0
2021,3,chandigarh,494.0,469634.0
2021,3,telangana,27080.0,20925217.0
2021,3,himachal pradesh,1759.0,2444545.0
2021,3,west bengal,24839.0,21424337.0
2021,3,gujarat,15348.0,12341903.0
2021,3,sikkim,106.0,140552.0
2021,3,nagaland,91.0,123643.0
2021,3,mizoram,81.0,83641.0
2021,3,chhattisgarh,4676.0,3568837.0
2021,3,jammu & kashmir,1452.0,2139133.0
2021,3,goa,1214.0,1385986.0
2021,3,arunachal pradesh,212.0,371051.0
2021,3,delhi,16679.0,15007079.0
2021,3,uttarakhand,4111.0,4646571.0
2021,4,puducherry,786.0,946607.0
2021,4,tamil nadu,33037.0,42184290.0
2021,4,uttar pradesh,44132.0,59654951.0
2021,4,madhya pradesh,15069.0,17524432.0
2021,4,andhra pradesh,25423.0,31610335.0
2021,4,tripura,702.0,1022508.0
2021,4,lakshadweep,11.0,17096.0
2021,4,manipur,145.0,271789.0
2021,4,maharashtra,82423.0,93262227.0
2021,4,dadra & nagar haveli & daman & diu,421.0,425384.0
2021,4,meghalaya,263.0,451612.0
2021,4,andaman & nicobar islands,757.0,1056380.0
2021,4,haryana,19489.0,25885838.0
2021,4,rajasthan,19375.0,24455262.0
2021,4,ladakh,76.0,195966.0
2021,4,punjab,6638.0,9912828.0
2021,4,assam,8622.0,13962068.0
2021,4,jharkhand,8465.0,11190423.0
2021,4,odisha,9093.0,10941626.0
2021,4,bihar,22456.0,27313813.0
2021,4,kerala,19199.0,31260319.0
2021,4,karnataka,74436.0,90723288.0
2021,4,chandigarh,710.0,835813.0
2021,4,telangana,34848.0,38845492.0
2021,4,himachal pradesh,2474.0,4667661.0
2021,4,west bengal,26320.0,31282871.0
2021,4,gujarat,19142.0,23282921.0
2021,4,sikkim,195.0,503532.0
2021,4,nagaland,183.0,341424.0
2021,4,mizoram,100.0,175847.0
2021,4,chhattisgarh,6029.0,8229039.0
2021,4,jammu & kashmir,3113.0,5223317.0
2021,4,goa,2087.0,2737316.0
2021,4,arunachal pradesh,320.0,598459.0
2021,4,delhi,34251.0,36578331.0
2021,4,uttarakhand,5529.0,7849020.0
2022,1,puducherry,1199.0,1663404.0
2022,1,tamil nadu,47621.0,64969045.0
2022,1,uttar pradesh,45996.0,73014969.0
2022,1,madhya pradesh,13791.0,19901462.0
2022,1,andhra pradesh,29954.0,42648157.0
2022,1,tripura,907.0,1493401.0
2022,1,lakshadweep,27.0,34664.0
2022,1,manipur,177.0,517854.0
2022,1,maharashtra,88015.0,117411928.0
2022,1,dadra & nagar haveli & daman & diu,493.0,720741.0
2022,1,meghalaya,337.0,729211.0
2022,1,andaman & nicobar islands,768.0,1131287.0
2022,1,haryana,22783.0,32526943.0
2022,1,rajasthan,21517.0,31576932.0
2022,1,ladakh,75.0,193935.0
2022,1,punjab,7475.0,13155682.0
2022,1,assam,16230.0,27447766.0
2022,1,jharkhand,9373.0,13819466.0
2022,1,odisha,9627.0,14539309.0
2022,1,bihar,20253.0,27755736.0
2022,1,kerala,37110.0,64172190.0
2022,1,karnataka,95640.0,130733580.0
2022,1,chandigarh,792.0,1150932.0
2022,1,telangana,36325.0,51942016.0
2022,1,himachal pradesh,2768.0,5234739.0
2022,1,west bengal,38779.0,51160527.0
2022,1,gujarat,22221.0,29953433.0
2022,1,sikkim,239.0,685987.0
2022,1,nagaland,242.0,529223.0
2022,1,mizoram,85.0,189428.0
2022,1,chhattisgarh,6612.0,10139190.0
2022,1,jammu & kashmir,3584.0,7244267.0
2022,1,goa,2634.0,3865245.0
2022,1,arunachal pradesh,355.0,894107.0
2022,1,delhi,28232.0,35442069.0
2022,1,uttarakhand,5339.0,8824948.0
2022,2,puducherry,1156.0,1597786.0
2022,2,tamil nadu,46714.0,61835120.0
2022,2,uttar pradesh,55133.0,77434953.0
2022,2,madhya pradesh,14629.0,20159098.0
2022,2,andhra pradesh,32185.0,41708072.0
2022,2,tripura,1021.0,1509105.0
2022,2,lakshadweep,18.0,27463.0
2022,2,manipur,218.0,553649.0
2022,2,maharashtra,80935.0,104603934.0
2022,2,dadra & nagar haveli & daman & diu,438.0,686857.0
2022,2,meghalaya,379.0,789094.0
2022,2,andaman & nicobar islands,501.0,779740.0
2022,2,haryana,25352.0,33759068.0
2022,2,rajasthan,24333.0,33748931.0
2022,2,ladakh,113.0,269446.0
2022,2,punjab,9175.0,15465367.0
2022,2,assam,9228.0,15357811.0
2022,2,jharkhand,9477.0,13464840.0
2022,2,odisha,12371.0,16631095.0
2022,2,bihar,21892.0,28212833.0
2022,2,kerala,35667.0,59920203.0
2022,2,karnataka,93385.0,123228632.0
2022,2,chandigarh,1330.0,1874959.0
2022,2,telangana,45600.0,58056956.0
2022,2,himachal pradesh,2831.0,5371078.0
2022,2,west bengal,33542.0,41737021.0
2022,2,gujarat,25381.0,32090965.0
2022,2,sikkim,160.0,383709.0
2022,2,nagaland,186.0,380878.0
2022,2,mizoram,76.0,115090.0
2022,2,chhattisgarh,7008.0,10119964.0
2022,2,jammu & kashmir,4071.0,7729792.0
2022,2,goa,3524.0,5093510.0
2022,2,arunachal pradesh,564.0,1360231.0
2022,2,delhi,26378.0,31787281.0
2022,2,uttarakhand,5773.0,9168313.0
2022,3,puducherry,1585.0,2025529.0
2022,3,tamil nadu,64356.0,79747520.0
2022,3,uttar pradesh,64514.0,87703512.0
2022,3,madhya pradesh,22733.0,29185118.0
2022,3,andhra pradesh,39301.0,48791931.0
2022,3,tripura,1590.0,2105984.0
2022,3,lakshadweep,38.0,41504.0
2022,3,manipur,200.0,403213.0
2022,3,maharashtra,90958.0,113835208.0
2022,3,dadra & nagar haveli & daman & diu,707.0,983776.0
2022,3,meghalaya,600.0,1039491.0
2022,3,andaman & nicobar islands,643.0,902466.0
2022,3,haryana,35346.0,45402800.0
2022,3,rajasthan,33975.0,45565544.0
2022,3,ladakh,137.0,369742.0
2022,3,punjab,12370.0,19381895.0
2022,3,assam,14149.0,22543564.0
2022,3,jharkhand,14388.0,18156857.0
2022,3,odisha,18898.0,23308531.0
2022,3,bihar,28511.0,34704251.0
2022,3,kerala,54587.0,85390924.0
2022,3,karnataka,110273.0,144605784.0
2022,3,chandigarh,1533.0,1998439.0
2022,3,telangana,51465.0,64798126.0
2022,3,himachal pradesh,3641.0,6161692.0
2022,3,west bengal,47853.0,59092307.0
2022,3,gujarat,31302.0,37557227.0
2022,3,sikkim,243.0,474940.0
2022,3,nagaland,210.0,439669.0
2022,3,mizoram,310.0,471306.0
2022,3,chhattisgarh,8849.0,12119470.0
2022,3,jammu & kashmir,4794.0,8281826.0
2022,3,goa,3157.0,4142108.0
2022,3,arunachal pradesh,510.0,1300304.0
2022,3,delhi,35944.0,41570160.0
2022,3,uttarakhand,6784.0,10070172.0
2022,4,puducherry,2331.0,2693130.0
2022,4,tamil nadu,125491.0,146457790.0
2022,4,uttar pradesh,77022.0,116755813.0
2022,4,madhya pradesh,29234.0,42712883.0
2022,4,andhra pradesh,44329.0,58043239.0
2022,4,tripura,1508.0,2112534.0
2022,4,lakshadweep,15.0,27135.0
2022,4,manipur,271.0,620655.0
2022,4,maharashtra,125900.0,174915648.0
2022,4,dadra & nagar haveli & daman & diu,871.0,1272628.0
2022,4,meghalaya,627.0,1189529.0
2022,4,andaman & nicobar islands,901.0,1441210.0
2022,4,haryana,37971.0,56627115.0
2022,4,rajasthan,40926.0,60792838.0
2022,4,ladakh,162.0,410091.0
2022,4,punjab,12187.0,21727831.0
2022,4,assam,18826.0,29239168.0
2022,4,jharkhand,16779.0,23147805.0
2022,4,odisha,24538.0,33565401.0
2022,4,bihar,33895.0,43914519.0
2022,4,kerala,65563.0,103982997.0
2022,4,karnataka,133971.0,185063287.0
2022,4,chandigarh,1403.0,2024528.0
2022,4,telangana,64655.0,88544127.0
2022,4,himachal pradesh,4565.0,9060436.0
2022,4,west bengal,54277.0,70466433.0
2022,4,gujarat,36418.0,50629325.0
2022,4,sikkim,306.0,667214.0
2022,4,nagaland,367.0,700864.0
2022,4,mizoram,350.0,612551.0
2022,4,chhattisgarh,11994.0,18137856.0
2022,4,jammu & kashmir,5031.0,10111183.0
2022,4,goa,4388.0,6190669.0
2022,4,arunachal pradesh,613.0,1464572.0
2022,4,delhi,48908.0,60603173.0
2022,4,uttarakhand,8750.0,13817747.0
2023,1,puducherry,1955.0,2593091.0
2023,1,tamil nadu,90690.0,116710222.0
2023,1,uttar pradesh,73080.0,127110494.0
2023,1,madhya pradesh,26393.0,45135679.0
2023,1,andhra pradesh,34920.0,51963355.0
2023,1,tripura,1642.0,2404958.0
2023,1,lakshadweep,26.0,30199.0
2023,1,manipur,222.0,632084.0
2023,1,maharashtra,112174.0,166596248.0
2023,1,dadra & nagar haveli & daman & diu,799.0,1215168.0
2023,1,meghalaya,562.0,1187523.0
2023,1,andaman & nicobar islands,1004.0,1439198.0
2023,1,haryana,37287.0,61127194.0
2023,1,rajasthan,34415.0,61441050.0
2023,1,ladakh,161.0,495736.0
2023,1,punjab,10816.0,23330966.0
2023,1,assam,22100.0,36963888.0
2023,1,jharkhand,16108.0,23823406.0
2023,1,odisha,18899.0,29360555.0
2023,1,bihar,26929.0,38746711.0
2023,1,kerala,62377.0,101786828.0
2023,1,karnataka,127376.0,186543426.0
2023,1,chandigarh,1520.0,2415574.0
2023,1,telangana,54508.0,82678207.0
2023,1,himachal pradesh,3909.0,7826133.0
2023,1,west bengal,56833.0,77461732.0
2023,1,gujarat,32600.0,46937694.0
2023,1,sikkim,260.0,688605.0
2023,1,nagaland,320.0,704957.0
2023,1,mizoram,171.0,326688.0
2023,1,chhattisgarh,10460.0,16577191.0
2023,1,jammu & kashmir,4555.0,10275877.0
2023,1,goa,4097.0,5859549.0
2023,1,arunachal pradesh,606.0,1747475.0
2023,1,delhi,45821.0,61040038.0
2023,1,uttarakhand,7552.0,13599026.0
2023,2,puducherry,1809.0,2614006.0
2023,2,tamil nadu,79698.0,105328191.0
2023,2,uttar pradesh,74194.0,122522457.0
2023,2,madhya pradesh,27027.0,44871764.0
2023,2,andhra pradesh,36376.0,52067478.0
2023,2,tripura,1563.0,2163813.0
2023,2,lakshadweep,15.0,38384.0
2023,2,manipur,123.0,341671.0
2023,2,maharashtra,102754.0,157303399.0
2023,2,dadra & nagar haveli & daman & diu,694.0,1058753.0
2023,2,meghalaya,730.0,1551577.0
2023,2,andaman & nicobar islands,768.0,1233395.0
2023,2,haryana,40710.0,62186066.0
2023,2,rajasthan,37170.0,61301449.0
2023,2,ladakh,215.0,635831.0
2023,2,punjab,13187.0,24998175.0
2023,2,assam,16475.0,28368139.0
2023,2,jharkhand,16662.0,23216215.0
2023,2,odisha,22163.0,31307110.0
2023,2,bihar,29212.0,40354886.0
2023,2,kerala,61032.0,100620604.0
2023,2,karnataka,117232.0,175704013.0
2023,2,chandigarh,1704.0,2501107.0
2023,2,telangana,55118.0,79238968.0
2023,2,himachal pradesh,4197.0,8499425.0
2023,2,west bengal,49792.0,65204280.0
2023,2,gujarat,32484.0,46254095.0
2023,2,sikkim,270.0,628191.0
2023,2,nagaland,269.0,628890.0
2023,2,mizoram,119.0,232928.0
2023,2,chhattisgarh,10514.0,16389610.0
2023,2,jammu & kashmir,5262.0,10974839.0
2023,2,goa,4166.0,5930801.0
2023,2,arunachal pradesh,696.0,2095988.0
2023,2,delhi,41358.0,54951108.0
2023,2,uttarakhand,8051.0,14034915.0
2023,3,puducherry,2232.0,2891647.0
2023,3,tamil nadu,91069.0,114625593.0
2023,3,uttar pradesh,78940.0,121483170.0
2023,3,madhya pradesh,29300.0,46963348.0
2023,3,andhra pradesh,43150.0,57802396.0
2023,3,tripura,2071.0,2899393.0
2023,3,lakshadweep,12.0,12407.0
2023,3,manipur,76.0,193021.0
2023,3,maharashtra,104872.0,151171882.0
2023,3,dadra & nagar haveli & daman & diu,969.0,1333103.0
2023,3,meghalaya,809.0,1728076.0
2023,3,andaman & nicobar islands,795.0,1251145.0
2023,3,haryana,42815.0,61782311.0
2023,3,rajasthan,39960.0,64328784.0
2023,3,ladakh,232.0,649027.0
2023,3,punjab,14048.0,24461488.0
2023,3,assam,22593.0,35618158.0
2023,3,jharkhand,19478.0,25165702.0
2023,3,odisha,20263.0,29008350.0
2023,3,bihar,36550.0,45832355.0
2023,3,kerala,66059.0,110021582.0
2023,3,karnataka,139699.0,199448538.0
2023,3,chandigarh,1883.0,2660630.0
2023,3,telangana,61523.0,84397465.0
2023,3,himachal pradesh,3935.0,7869767.0
2023,3,west bengal,58131.0,76359312.0
2023,3,gujarat,51049.0,65768085.0
2023,3,sikkim,251.0,698251.0
2023,3,nagaland,268.0,632287.0
2023,3,mizoram,166.0,271799.0
2023,3,chhattisgarh,11927.0,17838382.0
2023,3,jammu & kashmir,5453.0,10975874.0
2023,3,goa,3927.0,5646054.0
2023,3,arunachal pradesh,718.0,1904786.0
2023,3,delhi,47113.0,58878500.0
2023,3,uttarakhand,7856.0,12636749.0
2023,4,puducherry,2447.0,3419395.0
2023,4,tamil nadu,104871.0,139433796.0
2023,4,uttar pradesh,92125.0,165509877.0
2023,4,madhya pradesh,40784.0,73801070.0
2023,4,andhra pradesh,41798.0,62342423.0
2023,4,tripura,2237.0,3169741.0
2023,4,lakshadweep,53.0,78346.0
2023,4,manipur,225.0,476626.0
2023,4,maharashtra,136968.0,217657114.0
2023,4,dadra & nagar haveli & daman & diu,1207.0,1973867.0
2023,4,meghalaya,806.0,1843364.0
2023,4,andaman & nicobar islands,1145.0,1757821.0
2023,4,haryana,47506.0,80747159.0
2023,4,rajasthan,49741.0,94701652.0
2023,4,ladakh,242.0,718967.0
2023,4,punjab,13777.0,28715828.0
2023,4,assam,23168.0,38731734.0
2023,4,jharkhand,22398.0,33484644.0
2023,4,odisha,25065.0,39753392.0
2023,4,bihar,41447.0,57624322.0
2023,4,kerala,73543.0,121905046.0
2023,4,karnataka,156076.0,248056311.0
2023,4,chandigarh,1767.0,3053934.0
2023,4,telangana,63993.0,105605522.0
2023,4,himachal pradesh,5211.0,11898824.0
2023,4,west bengal,72712.0,100365562.0
2023,4,gujarat,41128.0,66735446.0
2023,4,sikkim,324.0,793745.0
2023,4,nagaland,331.0,822973.0
2023,4,mizoram,312.0,557950.0
2023,4,chhattisgarh,17300.0,29704673.0
2023,4,jammu & kashmir,6264.0,13932309.0
2023,4,goa,4883.0,7411001.0
2023,4,arunachal pradesh,809.0,2105408.0
2023,4,delhi,56336.0,77332401.0
2023,4,uttarakhand,10040.0,19045152.0
2024,1,puducherry,2702.0,3793554.0
2024,1,tamil nadu,111521.0,148976175.0
2024,1,uttar pradesh,103701.0,176442664.0
2024,1,madhya pradesh,51223.0,85215982.0
2024,1,andhra pradesh,46582.0,63563802.0
2024,1,tripura,2637.0,3417568.0
2024,1,lakshadweep,15.0,12935.0
2024,1,manipur,385.0,685052.0
2024,1,maharashtra,149016.0,224725389.0
2024,1,dadra & nagar haveli & daman & diu,1295.0,1908509.0
2024,1,meghalaya,1030.0,1987107.0
2024,1,andaman & nicobar islands,1371.0,1964556.0
2024,1,haryana,50391.0,81816509.0
2024,1,rajasthan,59127.0,102926410.0
2024,1,ladakh,291.0,614435.0
2024,1,punjab,14729.0,28213940.0
2024,1,assam,33097.0,48107248.0
2024,1,jharkhand,24824.0,34332990.0
2024,1,odisha,27977.0,40032495.0
2024,1,bihar,51592.0,63844442.0
2024,1,kerala,73106.0,115101791.0
2024,1,karnataka,169357.0,264708700.0
2024,1,chandigarh,1730.0,3143984.0
2024,1,telangana,67388.0,105607539.0
2024,1,himachal pradesh,5430.0,10433254.0
2024,1,west bengal,79576.0,104987909.0
2024,1,gujarat,44665.0,62633910.0
2024,1,sikkim,400.0,880182.0
2024,1,nagaland,526.0,925684.0
2024,1,mizoram,277.0,427693.0
2024,1,chhattisgarh,19579.0,30083259.0
2024,1,jammu & kashmir,7313.0,14695182.0
2024,1,goa,5225.0,7528093.0
2024,1,arunachal pradesh,1100.0,2419700.0
2024,1,delhi,53050.0,76232346.0
2024,1,uttarakhand,11533.0,19531483.0
2024,2,puducherry,2304.0,3322997.0
2024,2,tamil nadu,97348.0,135972378.0
2024,2,uttar pradesh,92458.0,159894258.0
2024,2,madhya pradesh,41429.0,73836667.0
2024,2,andhra pradesh,42547.0,62948281.0
2024,2,tripura,2188.0,2869489.0
2024,2,lakshadweep,26.0,33630.0
2024,2,manipur,346.0,647411.0
2024,2,maharashtra,118933.0,198945046.0
2024,2,dadra & nagar haveli & daman & diu,1008.0,1367259.0
2024,2,meghalaya,1235.0,2318007.0
2024,2,andaman & nicobar islands,1097.0,1744694.0
2024,2,haryana,46085.0,74779879.0
2024,2,rajasthan,55241.0,95504657.0
2024,2,ladakh,415.0,964349.0
2024,2,punjab,14129.0,27164397.0
2024,2,assam,22368.0,34796603.0
2024,2,jharkhand,22224.0,32245129.0
2024,2,odisha,24579.0,36840474.0
2024,2,bihar,49101.0,65285065.0
2024,2,kerala,65271.0,108142369.0
2024,2,karnataka,142599.0,239304982.0
2024,2,chandigarh,1798.0,3177315.0
2024,2,telangana,56941.0,96037304.0
2024,2,himachal pradesh,5194.0,10008705.0
2024,2,west bengal,67048.0,89476633.0
2024,2,gujarat,44007.0,63866463.0
2024,2,sikkim,685.0,1590554.0
2024,2,nagaland,418.0,685292.0
2024,2,mizoram,214.0,331455.0
2024,2,chhattisgarh,15724.0,25935743.0
2024,2,jammu & kashmir,7397.0,14237707.0
2024,2,goa,5021.0,7178558.0
2024,2,arunachal pradesh,1147.0,2353015.0
2024,2,delhi,46189.0,68046072.0
2024,2,uttarakhand,10311.0,17754447.0
2024,3,puducherry,2600.0,3968523.0
2024,3,tamil nadu,116867.0,162128271.0
2024,3,uttar pradesh,92930.0,157303596.0
2024,3,madhya pradesh,43248.0,77995668.0
2024,3,andhra pradesh,48014.0,73915199.0
2024,3,tripura,2516.0,3323343.0
2024,3,lakshadweep,49.0,55312.0
2024,3,manipur,285.0,587893.0
2024,3,maharashtra,119776.0,201319952.0
2024,3,dadra & nagar haveli & daman & diu,1052.0,1602869.0
2024,3,meghalaya,1140.0,2443878.0
2024,3,andaman & nicobar islands,1191.0,1752800.0
2024,3,haryana,49735.0,79198642.0
2024,3,rajasthan,64533.0,108827800.0
2024,3,ladakh,446.0,978637.0
2024,3,punjab,15509.0,30111034.0
2024,3,assam,17633.0,31388971.0
2024,3,jharkhand,23629.0,34353146.0
2024,3,odisha,26524.0,40608651.0
2024,3,bihar,44745.0,62777286.0
2024,3,kerala,79123.0,131721699.0
2024,3,karnataka,174990.0,287393291.0
2024,3,chandigarh,1991.0,3445738.0
2024,3,telangana,64873.0,110715264.0
2024,3,himachal pradesh,5272.0,10538999.0
2024,3,west bengal,77158.0,107451766.0
2024,3,gujarat,46763.0,70950327.0
2024,3,sikkim,461.0,1029398.0
2024,3,nagaland,410.0,820539.0
2024,3,mizoram,186.0,275746.0
2024,3,chhattisgarh,16550.0,27724060.0
2024,3,jammu & kashmir,7597.0,15554635.0
2024,3,goa,5354.0,8051690.0
2024,3,arunachal pradesh,842.0,1951385.0
2024,3,delhi,49150.0,71139489.0
2024,3,uttarakhand,10487.0,17860144.0
2024,4,puducherry,2838.0,3896033.0
2024,4,tamil nadu,127002.0,173784251.0
2024,4,uttar pradesh,116589.0,199179867.0
